lon,lat,year,NMVOC_label,CO_label,NOx_label,CH4_label,final_label
-71.0,-55.0,2000,USG,Moderate,Moderate,USG,USG
-70.0,-55.0,2000,Moderate,Moderate,Moderate,USG,USG
-69.0,-55.0,2000,Moderate,Moderate,Moderate,USG,USG
-73.0,-54.0,2000,Good,Good,Moderate,Good,Moderate
-72.0,-54.0,2000,Moderate,Moderate,Moderate,USG,USG
-71.0,-54.0,2000,USG,USG,USG,Moderate,USG
-70.0,-54.0,2000,Moderate,Moderate,Moderate,USG,USG
-69.0,-54.0,2000,Good,Good,Good,USG,USG
-74.0,-53.0,2000,Moderate,Moderate,Moderate,USG,USG
-73.0,-53.0,2000,Moderate,Moderate,Moderate,USG,USG
-72.0,-53.0,2000,Moderate,Moderate,Moderate,USG,USG
-71.0,-53.0,2000,Moderate,Moderate,Moderate,USG,USG
-70.0,-53.0,2000,Moderate,Moderate,Moderate,USG,USG
-72.0,-52.0,2000,Good,Good,Good,Unhealthy,Unhealthy
-71.0,-52.0,2000,Good,Good,Good,USG,USG
-70.0,-52.0,2000,Good,Good,Good,USG,USG
-59.0,-52.0,2000,Good,Good,Unhealthy,Moderate,Unhealthy
-75.0,-51.0,2000,Moderate,Moderate,Moderate,USG,USG
-72.0,-51.0,2000,Good,Good,Good,USG,USG
-71.0,-51.0,2000,Good,Good,Good,USG,USG
-70.0,-51.0,2000,Good,Good,Good,USG,USG
-75.0,-50.0,2000,Moderate,Moderate,Moderate,USG,USG
-72.0,-50.0,2000,Good,Good,Good,USG,USG
-71.0,-50.0,2000,Very Unhealthy,Good,Good,Unhealthy,Very Unhealthy
-70.0,-50.0,2000,Good,Good,Good,USG,USG
-69.0,-50.0,2000,Good,Good,Good,USG,USG
-75.0,-49.0,2000,Moderate,Moderate,Moderate,USG,USG
-73.0,-49.0,2000,Moderate,Moderate,Moderate,USG,USG
-72.0,-49.0,2000,Good,Good,Good,USG,USG
-71.0,-49.0,2000,Good,Good,Good,USG,USG
-70.0,-49.0,2000,Good,Good,Good,USG,USG
-69.0,-49.0,2000,Good,Good,Good,USG,USG
-68.0,-49.0,2000,Good,Good,Good,USG,USG
-72.0,-48.0,2000,Good,Good,Good,USG,USG
-71.0,-48.0,2000,Good,Good,Good,USG,USG
-70.0,-48.0,2000,Good,Good,Good,USG,USG
-69.0,-48.0,2000,Good,Good,Good,USG,USG
-68.0,-48.0,2000,Good,Good,Good,USG,USG
-67.0,-48.0,2000,Good,Good,Good,USG,USG
-73.0,-47.0,2000,Moderate,Moderate,Moderate,USG,USG
-71.0,-47.0,2000,Good,Good,Good,USG,USG
-70.0,-47.0,2000,Good,Good,Good,USG,USG
-69.0,-47.0,2000,USG,Good,Good,Unhealthy,Unhealthy
-68.0,-47.0,2000,Moderate,Good,Good,USG,USG
168.0,-47.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
169.0,-47.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-71.0,-46.0,2000,Good,Good,Good,USG,USG
-70.0,-46.0,2000,Good,Good,Good,USG,USG
-69.0,-46.0,2000,Good,Good,Good,USG,USG
-68.0,-46.0,2000,USG,Moderate,USG,Unhealthy,Unhealthy
168.0,-46.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
169.0,-46.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
170.0,-46.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-71.0,-45.0,2000,Good,Good,Good,USG,USG
-70.0,-45.0,2000,Very Unhealthy,Good,Good,Unhealthy,Very Unhealthy
-69.0,-45.0,2000,Good,Good,Good,USG,USG
-68.0,-45.0,2000,Good,Good,Good,USG,USG
-67.0,-45.0,2000,Good,Good,Good,USG,USG
-66.0,-45.0,2000,Good,Good,Good,USG,USG
169.0,-45.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
170.0,-45.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-71.0,-44.0,2000,Good,Good,Good,USG,USG
-70.0,-44.0,2000,Good,Good,Good,USG,USG
-69.0,-44.0,2000,Good,Good,Good,USG,USG
-68.0,-44.0,2000,Good,Good,Good,USG,USG
-67.0,-44.0,2000,Good,Good,Good,USG,USG
-66.0,-44.0,2000,Moderate,Moderate,Moderate,USG,USG
146.0,-44.0,2000,USG,USG,USG,USG,USG
169.0,-44.0,2000,Good,Good,Good,Good,Good
171.0,-44.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
172.0,-44.0,2000,Unhealthy,USG,Unhealthy,Very Unhealthy,Very Unhealthy
-71.0,-43.0,2000,Good,Good,Good,USG,USG
-70.0,-43.0,2000,Good,Good,Good,USG,USG
-69.0,-43.0,2000,Good,Good,Good,USG,USG
-67.0,-43.0,2000,Good,Good,Good,USG,USG
-66.0,-43.0,2000,Good,Moderate,Good,USG,USG
-65.0,-43.0,2000,Good,Good,Good,USG,USG
146.0,-43.0,2000,USG,USG,USG,USG,USG
147.0,-43.0,2000,USG,USG,USG,Unhealthy,Unhealthy
171.0,-43.0,2000,Good,Good,Good,Good,Good
172.0,-43.0,2000,Good,Good,Good,Good,Good
173.0,-43.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-74.0,-42.0,2000,Moderate,USG,USG,USG,USG
-73.0,-42.0,2000,USG,Moderate,USG,Moderate,USG
-72.0,-42.0,2000,Good,Good,Good,USG,USG
-71.0,-42.0,2000,Good,Good,Good,USG,USG
-70.0,-42.0,2000,Good,Good,Good,USG,USG
-69.0,-42.0,2000,Good,Good,Good,USG,USG
-68.0,-42.0,2000,Good,Good,Good,USG,USG
-67.0,-42.0,2000,Good,Good,Good,USG,USG
-66.0,-42.0,2000,Good,Good,Good,USG,USG
146.0,-42.0,2000,USG,USG,USG,USG,USG
147.0,-42.0,2000,USG,USG,Unhealthy,Unhealthy,Unhealthy
173.0,-42.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
174.0,-42.0,2000,Unhealthy,USG,Unhealthy,Unhealthy,Unhealthy
175.0,-42.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-74.0,-41.0,2000,USG,Unhealthy,USG,USG,Unhealthy
-73.0,-41.0,2000,USG,USG,USG,USG,USG
-72.0,-41.0,2000,Good,Good,Good,USG,USG
-71.0,-41.0,2000,Moderate,USG,Moderate,USG,USG
-70.0,-41.0,2000,Good,Good,Good,USG,USG
-69.0,-41.0,2000,Good,Good,Good,USG,USG
-68.0,-41.0,2000,Good,Good,Good,USG,USG
-67.0,-41.0,2000,Good,Good,Good,USG,USG
-66.0,-41.0,2000,Good,Good,Good,USG,USG
-65.0,-41.0,2000,Good,Good,Good,USG,USG
-64.0,-41.0,2000,Moderate,Moderate,Moderate,USG,USG
-63.0,-41.0,2000,Moderate,Moderate,Moderate,USG,USG
175.0,-41.0,2000,USG,USG,USG,Unhealthy,Unhealthy
176.0,-41.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-74.0,-40.0,2000,USG,USG,USG,Moderate,USG
-73.0,-40.0,2000,Moderate,Moderate,Moderate,USG,USG
-71.0,-40.0,2000,Very Unhealthy,Good,Good,Unhealthy,Very Unhealthy
-69.0,-40.0,2000,Good,Good,Good,USG,USG
-68.0,-40.0,2000,Good,Good,Good,USG,USG
-67.0,-40.0,2000,Good,Good,Good,USG,USG
-66.0,-40.0,2000,Good,Good,Good,USG,USG
-65.0,-40.0,2000,Moderate,Moderate,Moderate,USG,USG
-64.0,-40.0,2000,Moderate,Moderate,Moderate,USG,USG
-63.0,-40.0,2000,USG,USG,USG,USG,USG
174.0,-40.0,2000,Unhealthy,USG,Very Unhealthy,USG,Very Unhealthy
175.0,-40.0,2000,Good,Good,Good,Good,Good
176.0,-40.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-74.0,-39.0,2000,Moderate,Moderate,Moderate,USG,USG
-73.0,-39.0,2000,USG,USG,USG,USG,USG
-72.0,-39.0,2000,Moderate,Moderate,Moderate,USG,USG
-70.0,-39.0,2000,Moderate,Good,Moderate,USG,USG
-69.0,-39.0,2000,USG,Moderate,USG,Unhealthy,Unhealthy
-67.0,-39.0,2000,Good,Good,Good,USG,USG
-66.0,-39.0,2000,Good,Good,Good,USG,USG
-65.0,-39.0,2000,Good,Good,Good,USG,USG
-64.0,-39.0,2000,Good,Good,Good,USG,USG
-63.0,-39.0,2000,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy
-62.0,-39.0,2000,USG,USG,USG,USG,USG
-61.0,-39.0,2000,USG,USG,USG,USG,USG
-60.0,-39.0,2000,USG,USG,USG,USG,USG
-59.0,-39.0,2000,USG,USG,USG,USG,USG
142.0,-39.0,2000,Moderate,Moderate,USG,USG,USG
143.0,-39.0,2000,Moderate,Moderate,USG,USG,USG
145.0,-39.0,2000,Unhealthy,USG,Unhealthy,Unhealthy,Unhealthy
146.0,-39.0,2000,Moderate,Moderate,USG,USG,USG
175.0,-39.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
176.0,-39.0,2000,Good,Good,Good,Good,Good
177.0,-39.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-74.0,-38.0,2000,USG,USG,USG,Very Unhealthy,Very Unhealthy
-73.0,-38.0,2000,USG,USG,USG,USG,USG
-72.0,-38.0,2000,Moderate,Moderate,Moderate,USG,USG
-71.0,-38.0,2000,Good,Good,Good,USG,USG
-70.0,-38.0,2000,Good,Good,Good,USG,USG
-69.0,-38.0,2000,Good,Good,Good,USG,USG
-68.0,-38.0,2000,Moderate,Good,Good,Unhealthy,Unhealthy
-67.0,-38.0,2000,USG,Good,Good,USG,USG
-66.0,-38.0,2000,Good,Good,Good,USG,USG
-65.0,-38.0,2000,Good,Good,Good,USG,USG
-64.0,-38.0,2000,USG,USG,USG,USG,USG
-63.0,-38.0,2000,USG,USG,USG,USG,USG
-62.0,-38.0,2000,USG,USG,USG,USG,USG
-61.0,-38.0,2000,USG,USG,USG,USG,USG
-60.0,-38.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-59.0,-38.0,2000,USG,USG,USG,USG,USG
-58.0,-38.0,2000,Unhealthy,USG,Unhealthy,Unhealthy,Unhealthy
140.0,-38.0,2000,Good,Good,Good,Moderate,Moderate
141.0,-38.0,2000,Moderate,Moderate,USG,USG,USG
142.0,-38.0,2000,Moderate,Moderate,USG,USG,USG
143.0,-38.0,2000,Moderate,Moderate,USG,USG,USG
144.0,-38.0,2000,Very Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy
145.0,-38.0,2000,Hazardous,Hazardous,Hazardous,Very Unhealthy,Hazardous
146.0,-38.0,2000,Moderate,Moderate,USG,USG,USG
147.0,-38.0,2000,Moderate,Moderate,USG,USG,USG
148.0,-38.0,2000,Moderate,Moderate,Moderate,USG,USG
149.0,-38.0,2000,Moderate,Moderate,Moderate,USG,USG
174.0,-38.0,2000,Unhealthy,USG,Unhealthy,Unhealthy,Unhealthy
175.0,-38.0,2000,USG,USG,Unhealthy,Very Unhealthy,Very Unhealthy
-74.0,-37.0,2000,Unhealthy,Unhealthy,Unhealthy,USG,Unhealthy
-73.0,-37.0,2000,USG,USG,USG,USG,USG
-72.0,-37.0,2000,Moderate,Moderate,Moderate,USG,USG
-70.0,-37.0,2000,Good,Good,Good,USG,USG
-69.0,-37.0,2000,Good,Good,Good,USG,USG
-68.0,-37.0,2000,Good,Good,Good,USG,USG
-67.0,-37.0,2000,Good,Good,Good,USG,USG
-65.0,-37.0,2000,Good,Good,Good,USG,USG
-64.0,-37.0,2000,USG,USG,USG,USG,USG
-63.0,-37.0,2000,USG,USG,USG,USG,USG
-62.0,-37.0,2000,USG,USG,USG,USG,USG
-61.0,-37.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-60.0,-37.0,2000,USG,USG,USG,USG,USG
-59.0,-37.0,2000,USG,USG,USG,USG,USG
-58.0,-37.0,2000,USG,USG,USG,USG,USG
140.0,-37.0,2000,Good,Good,Good,Moderate,Moderate
141.0,-37.0,2000,Moderate,Moderate,USG,USG,USG
142.0,-37.0,2000,Moderate,USG,USG,USG,USG
143.0,-37.0,2000,Moderate,USG,USG,USG,USG
144.0,-37.0,2000,Moderate,USG,USG,USG,USG
145.0,-37.0,2000,Moderate,Moderate,USG,USG,USG
146.0,-37.0,2000,USG,USG,Unhealthy,Unhealthy,Unhealthy
147.0,-37.0,2000,Moderate,Moderate,Moderate,USG,USG
148.0,-37.0,2000,Good,Moderate,Good,Good,Moderate
149.0,-37.0,2000,Good,Good,Moderate,USG,USG
174.0,-37.0,2000,Unhealthy,Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy
-73.0,-36.0,2000,Moderate,USG,USG,USG,USG
-72.0,-36.0,2000,USG,USG,USG,USG,USG
-71.0,-36.0,2000,Moderate,Moderate,Moderate,USG,USG
-70.0,-36.0,2000,Good,Good,Good,USG,USG
-69.0,-36.0,2000,Good,Good,Good,USG,USG
-68.0,-36.0,2000,Good,Good,Good,USG,USG
-67.0,-36.0,2000,Good,Good,Good,USG,USG
-66.0,-36.0,2000,Good,Good,Good,USG,USG
-65.0,-36.0,2000,Moderate,Moderate,Moderate,USG,USG
-64.0,-36.0,2000,USG,USG,USG,USG,USG
-63.0,-36.0,2000,USG,USG,USG,USG,USG
-62.0,-36.0,2000,USG,USG,USG,USG,USG
-61.0,-36.0,2000,USG,USG,USG,USG,USG
-60.0,-36.0,2000,USG,USG,USG,USG,USG
-59.0,-36.0,2000,USG,USG,USG,USG,USG
-58.0,-36.0,2000,Moderate,USG,Moderate,USG,USG
137.0,-36.0,2000,USG,Good,Good,Moderate,USG
138.0,-36.0,2000,Unhealthy,Unhealthy,Very Unhealthy,USG,Very Unhealthy
139.0,-36.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
140.0,-36.0,2000,Moderate,USG,Moderate,Moderate,USG
141.0,-36.0,2000,Moderate,USG,Moderate,Moderate,USG
142.0,-36.0,2000,Moderate,USG,USG,USG,USG
143.0,-36.0,2000,Moderate,USG,USG,USG,USG
144.0,-36.0,2000,Moderate,USG,Moderate,USG,USG
145.0,-36.0,2000,Moderate,Moderate,Moderate,USG,USG
146.0,-36.0,2000,Moderate,Moderate,Moderate,USG,USG
147.0,-36.0,2000,Moderate,Moderate,Moderate,USG,USG
148.0,-36.0,2000,Good,Moderate,Good,Good,Moderate
149.0,-36.0,2000,Unhealthy,Unhealthy,Very Unhealthy,Unhealthy,Very Unhealthy
150.0,-36.0,2000,USG,USG,USG,Moderate,USG
173.0,-36.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-72.0,-35.0,2000,Moderate,Moderate,USG,USG,USG
-71.0,-35.0,2000,USG,USG,USG,USG,USG
-69.0,-35.0,2000,USG,Moderate,Moderate,USG,USG
-68.0,-35.0,2000,Good,Good,Good,USG,USG
-67.0,-35.0,2000,Good,Good,Good,USG,USG
-66.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
-65.0,-35.0,2000,Good,Good,Good,USG,USG
-64.0,-35.0,2000,USG,USG,USG,USG,USG
-63.0,-35.0,2000,USG,USG,USG,USG,USG
-62.0,-35.0,2000,USG,USG,USG,USG,USG
-61.0,-35.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-60.0,-35.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-59.0,-35.0,2000,Hazardous,Hazardous,Hazardous,Hazardous,Hazardous
-58.0,-35.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-57.0,-35.0,2000,Very Unhealthy,Unhealthy,Unhealthy,Very Unhealthy,Very Unhealthy
-56.0,-35.0,2000,Moderate,USG,Moderate,Unhealthy,Unhealthy
-55.0,-35.0,2000,USG,Unhealthy,USG,Unhealthy,Unhealthy
18.0,-35.0,2000,USG,USG,USG,Moderate,USG
19.0,-35.0,2000,USG,USG,Unhealthy,USG,Unhealthy
20.0,-35.0,2000,USG,USG,Unhealthy,USG,Unhealthy
115.0,-35.0,2000,Good,Good,Good,Moderate,Moderate
116.0,-35.0,2000,Good,Moderate,Moderate,Moderate,Moderate
117.0,-35.0,2000,Good,Moderate,Moderate,Moderate,Moderate
118.0,-35.0,2000,Good,Moderate,Moderate,Moderate,Moderate
135.0,-35.0,2000,Good,Good,Good,Moderate,Moderate
137.0,-35.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
138.0,-35.0,2000,Very Unhealthy,Very Unhealthy,Very Unhealthy,Unhealthy,Very Unhealthy
139.0,-35.0,2000,Moderate,USG,Moderate,Moderate,USG
140.0,-35.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
141.0,-35.0,2000,Moderate,Moderate,USG,USG,USG
142.0,-35.0,2000,Moderate,Moderate,USG,USG,USG
143.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
144.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
145.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
146.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
147.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
148.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
149.0,-35.0,2000,Moderate,Moderate,Moderate,USG,USG
150.0,-35.0,2000,Unhealthy,Unhealthy,Very Unhealthy,Hazardous,Hazardous
-72.0,-34.0,2000,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy
-71.0,-34.0,2000,Very Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy
-69.0,-34.0,2000,Good,Good,Good,USG,USG
-68.0,-34.0,2000,Moderate,Moderate,Moderate,USG,USG
-67.0,-34.0,2000,USG,USG,USG,Moderate,USG
-66.0,-34.0,2000,USG,USG,USG,USG,USG
-65.0,-34.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-64.0,-34.0,2000,USG,USG,USG,USG,USG
-63.0,-34.0,2000,USG,USG,USG,USG,USG
-62.0,-34.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-61.0,-34.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-60.0,-34.0,2000,Moderate,USG,Moderate,Moderate,USG
-59.0,-34.0,2000,USG,USG,USG,Moderate,USG
-58.0,-34.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-57.0,-34.0,2000,Good,Moderate,Good,Unhealthy,Unhealthy
-56.0,-34.0,2000,Good,Moderate,Good,Unhealthy,Unhealthy
-55.0,-34.0,2000,USG,Unhealthy,USG,Unhealthy,Unhealthy
-54.0,-34.0,2000,USG,Unhealthy,USG,Unhealthy,Unhealthy
18.0,-34.0,2000,Very Unhealthy,Very Unhealthy,Hazardous,Unhealthy,Hazardous
19.0,-34.0,2000,USG,USG,Unhealthy,USG,Unhealthy
20.0,-34.0,2000,USG,USG,Unhealthy,USG,Unhealthy
21.0,-34.0,2000,USG,USG,Unhealthy,USG,Unhealthy
22.0,-34.0,2000,USG,USG,Unhealthy,USG,Unhealthy
23.0,-34.0,2000,USG,USG,USG,USG,USG
24.0,-34.0,2000,USG,USG,Unhealthy,USG,Unhealthy
25.0,-34.0,2000,Unhealthy,Unhealthy,Very Unhealthy,USG,Very Unhealthy
26.0,-34.0,2000,USG,USG,Unhealthy,USG,Unhealthy
115.0,-34.0,2000,Good,Moderate,Moderate,Moderate,Moderate
116.0,-34.0,2000,Moderate,Moderate,Moderate,USG,USG
117.0,-34.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
118.0,-34.0,2000,Good,Good,Good,Moderate,Moderate
119.0,-34.0,2000,Good,Moderate,Moderate,Moderate,Moderate
120.0,-34.0,2000,Good,Moderate,Good,Moderate,Moderate
121.0,-34.0,2000,Good,Good,Good,Moderate,Moderate
135.0,-34.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
136.0,-34.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
137.0,-34.0,2000,Good,Moderate,Moderate,Moderate,Moderate
138.0,-34.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
139.0,-34.0,2000,Moderate,USG,Moderate,Moderate,USG
140.0,-34.0,2000,Good,Good,Good,Moderate,Moderate
141.0,-34.0,2000,Good,Good,Moderate,USG,USG
142.0,-34.0,2000,Good,Good,Moderate,USG,USG
143.0,-34.0,2000,Good,Good,Moderate,USG,USG
144.0,-34.0,2000,Moderate,Good,Moderate,USG,USG
145.0,-34.0,2000,Moderate,Moderate,Moderate,USG,USG
146.0,-34.0,2000,Moderate,Moderate,Moderate,USG,USG
147.0,-34.0,2000,Moderate,USG,Moderate,USG,USG
148.0,-34.0,2000,Moderate,Moderate,Moderate,USG,USG
149.0,-34.0,2000,Moderate,Moderate,Moderate,USG,USG
150.0,-34.0,2000,Very Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy,Very Unhealthy
151.0,-34.0,2000,Hazardous,Hazardous,Hazardous,Hazardous,Hazardous
-72.0,-33.0,2000,USG,USG,USG,USG,USG
-71.0,-33.0,2000,Moderate,Moderate,Moderate,USG,USG
-70.0,-33.0,2000,Good,Good,Good,USG,USG
-69.0,-33.0,2000,Very Unhealthy,Unhealthy,Unhealthy,Unhealthy,Very Unhealthy
-68.0,-33.0,2000,Moderate,USG,Moderate,Moderate,USG
-66.0,-33.0,2000,Unhealthy,USG,Unhealthy,Unhealthy,Unhealthy
-65.0,-33.0,2000,Good,Good,Good,USG,USG
-64.0,-33.0,2000,USG,USG,USG,USG,USG
-63.0,-33.0,2000,USG,USG,USG,USG,USG
-62.0,-33.0,2000,USG,USG,USG,USG,USG
-61.0,-33.0,2000,Very Unhealthy,Unhealthy,Unhealthy,Unhealthy,Very Unhealthy
-60.0,-33.0,2000,Moderate,Moderate,Moderate,USG,USG
-59.0,-33.0,2000,Moderate,USG,Moderate,USG,USG
-58.0,-33.0,2000,USG,USG,USG,Unhealthy,Unhealthy
-57.0,-33.0,2000,Good,Moderate,Good,Unhealthy,Unhealthy
-56.0,-33.0,2000,Moderate,Moderate,Moderate,Unhealthy,Unhealthy
-55.0,-33.0,2000,USG,Unhealthy,USG,Unhealthy,Unhealthy
-54.0,-33.0,2000,USG,Unhealthy,USG,Unhealthy,Unhealthy
-53.0,-33.0,2000,USG,USG,USG,Moderate,USG
18.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
19.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
20.0,-33.0,2000,USG,USG,USG,USG,USG
21.0,-33.0,2000,USG,USG,USG,USG,USG
22.0,-33.0,2000,USG,USG,USG,USG,USG
23.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
24.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
25.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
26.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
27.0,-33.0,2000,USG,Unhealthy,Unhealthy,USG,Unhealthy
28.0,-33.0,2000,Moderate,USG,Moderate,Moderate,USG
115.0,-33.0,2000,Unhealthy,Unhealthy,Very Unhealthy,Unhealthy,Very Unhealthy
116.0,-33.0,2000,USG,USG,Unhealthy,USG,Unhealthy
117.0,-33.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
118.0,-33.0,2000,Good,Moderate,Moderate,Moderate,Moderate
119.0,-33.0,2000,Good,Moderate,Good,Good,Moderate
125.0,-33.0,2000,Good,Good,Good,Moderate,Moderate
134.0,-33.0,2000,Good,Moderate,Moderate,Moderate,Moderate
135.0,-33.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
136.0,-33.0,2000,Good,Good,Good,Moderate,Moderate
137.0,-33.0,2000,Good,Good,Good,Moderate,Moderate
138.0,-33.0,2000,Good,Good,Good,Moderate,Moderate
139.0,-33.0,2000,Good,Good,Good,Moderate,Moderate
140.0,-33.0,2000,Good,Good,Good,Moderate,Moderate
141.0,-33.0,2000,Good,Good,Moderate,USG,USG
142.0,-33.0,2000,Good,Good,Moderate,USG,USG
143.0,-33.0,2000,Good,Good,Moderate,USG,USG
144.0,-33.0,2000,Good,Good,Moderate,USG,USG
145.0,-33.0,2000,Moderate,Moderate,Moderate,USG,USG
146.0,-33.0,2000,Good,Good,Moderate,USG,USG
147.0,-33.0,2000,Moderate,Moderate,Moderate,USG,USG
148.0,-33.0,2000,Moderate,USG,Moderate,USG,USG
149.0,-33.0,2000,Moderate,USG,Moderate,Unhealthy,Unhealthy
150.0,-33.0,2000,Good,Moderate,Good,Good,Moderate
151.0,-33.0,2000,Unhealthy,USG,Unhealthy,Very Unhealthy,Very Unhealthy
-72.0,-32.0,2000,Moderate,Moderate,Moderate,USG,USG
-71.0,-32.0,2000,Moderate,Moderate,Moderate,Good,Moderate
-70.0,-32.0,2000,Good,Good,Good,USG,USG
-69.0,-32.0,2000,USG,USG,USG,USG,USG
-65.0,-32.0,2000,Very Unhealthy,Unhealthy,Unhealthy,Unhealthy,Very Unhealthy
-64.0,-32.0,2000,USG,USG,USG,USG,USG
-63.0,-32.0,2000,USG,USG,USG,USG,USG
-62.0,-32.0,2000,USG,USG,USG,USG,USG
-61.0,-32.0,2000,Unhealthy,Unhealthy,Unhealthy,Unhealthy,Unhealthy
-60.0,-32.0,2000,Moderate,USG,Moderate,USG,USG
-59.0,-32.0,2000,USG,USG,USG,USG,USG
-58.0,-32.0,2000,USG,Moderate,Moderate,Unhealthy,Unhealthy
-57.0,-32.0,2000,Good,Moderate,Good,Unhealthy,Unhealthy
-56.0,-32.0,2000,Good,Moderate,Good,Unhealthy,Unhealthy
-55.0,-32.0,2000,USG,Unhealthy,USG,Very Unhealthy,Very Unhealthy
-54.0,-32.0,2000,USG,Unhealthy,USG,Very Unhealthy,Very Unhealthy
-53.0,-32.0,2000,Unhealthy,Unhealthy,Unhealthy,Very Unhealthy,Very Unhealthy
18.0,-32.0,2000,USG,USG,Unhealthy,USG,Unhealthy
19.0,-32.0,2000,USG,USG,USG,USG,USG
20.0,-32.0,2000,USG,USG,USG,USG,USG
21.0,-32.0,2000,USG,USG,USG,USG,USG
22.0,-32.0,2000,USG,USG,USG,USG,USG
23.0,-32.0,2000,USG,USG,USG,USG,USG
24.0,-32.0,2000,USG,USG,USG,USG,USG
25.0,-32.0,2000,USG,USG,USG,USG,USG
26.0,-32.0,2000,USG,Moderate,Unhealthy,USG,Unhealthy
27.0,-32.0,2000,USG,USG,Unhealthy,USG,Unhealthy
28.0,-32.0,2000,USG,USG,Unhealthy,USG,Unhealthy
29.0,-32.0,2000,Moderate,USG,Moderate,Moderate,USG
115.0,-32.0,2000,Very Unhealthy,Unhealthy,Very Unhealthy,Unhealthy,Very Unhealthy
116.0,-32.0,2000,Good,Moderate,Good,Moderate,Moderate
117.0,-32.0,2000,Good,Moderate,Good,Moderate,Moderate
118.0,-32.0,2000,Moderate,Moderate,Moderate,Moderate,Moderate
119.0,-32.0,2000,Good,Moderate,Moderate,Moderate,Moderate
123.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
124.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
125.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
126.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
128.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
131.0,-32.0,2000,Good,Moderate,Moderate,Moderate,Moderate
132.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
135.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
136.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
137.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
138.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
139.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
140.0,-32.0,2000,Good,Good,Good,Moderate,Moderate
